,NN,NNS,JJ,VB,VBD,VBG,VBN,VBP,VBZ,total-frequency,is_excluded,wikipedia2-frequency,aonewsela-frequency,wikipedia1-frequency,aochildes-frequency,wikipedia3-frequency
effective,1,0,3453,0,0,0,0,3,0,3463,False,1044,356,1045,2,1016
creation,3451,0,1,7,0,0,0,0,0,3462,False,1112,105,1113,5,1127
plane,3450,0,0,1,0,0,0,1,0,3460,False,662,1157,688,307,646
earliest,0,0,0,0,0,0,0,0,0,3457,False,1084,156,1092,4,1121
horse,3407,0,1,4,0,0,0,0,0,3456,False,544,446,541,1389,536
develop,1,0,1,3057,0,0,0,395,0,3454,False,950,696,854,3,951
carry,64,0,14,2566,0,0,0,742,0,3453,False,756,769,752,396,780
acid,2813,0,297,8,0,0,0,8,0,3451,False,1115,75,1146,0,1115
learning,1465,0,3,0,0,1887,0,0,0,3447,False,763,1207,703,81,693
1994,0,0,2,0,0,0,0,0,0,3446,True,1088,151,1122,0,1085
volume,3395,0,26,15,0,0,0,3,0,3445,False,1107,120,1074,12,1132
arrived,0,0,0,0,2990,0,452,0,0,3442,False,877,748,858,55,904
finished,1,0,298,0,1729,0,1412,0,0,3440,False,719,402,743,844,732
allowing,0,0,0,0,0,3438,0,0,0,3440,False,1014,404,985,3,1034
content,3261,0,160,11,0,0,0,1,0,3436,False,1066,317,1017,5,1031
opposed,0,0,323,0,1128,0,1977,0,0,3435,False,1111,216,1030,8,1070
immediately,0,0,1,0,0,0,0,0,0,3434,False,968,535,969,14,948
situation,3429,0,0,1,0,0,0,0,0,3430,False,865,784,870,28,883
eyes,0,3419,0,0,0,0,0,0,1,3426,False,425,721,432,1418,430
wave,3123,0,0,190,0,0,0,29,0,3425,False,1012,327,965,138,983
arms,0,3396,0,0,0,0,0,0,3,3419,False,903,391,865,345,915
1991,0,0,0,0,0,0,0,0,0,3418,True,1075,199,1125,0,1019
contemporary,102,0,3075,0,0,0,0,1,0,3417,False,1135,56,1142,1,1083
weight,3350,0,5,9,0,0,0,4,0,3414,False,860,749,873,18,914
reduce,22,0,0,3170,0,0,0,222,0,3414,False,925,705,867,1,916
perhaps,0,0,0,0,0,0,0,0,0,3414,False,818,730,859,132,875
entered,0,0,7,0,2751,0,653,0,0,3411,False,1002,361,1002,5,1041
politics,170,3214,0,1,0,0,0,0,0,3411,False,1009,340,1005,0,1057
labor,2790,0,26,1,0,0,0,3,0,3410,False,904,767,867,6,866
refer,93,0,0,2655,0,0,0,658,0,3409,False,1103,51,1082,5,1168
mouth,3345,0,0,0,0,0,0,0,0,3409,False,391,226,410,1955,427
dance,2626,0,1,450,0,0,0,75,0,3407,False,786,597,735,537,752
solar,21,0,3306,1,0,0,0,0,0,3406,False,958,561,950,14,923
festival,2035,0,0,0,0,0,0,0,0,3405,False,1098,172,1101,4,1030
alternative,1093,0,2281,7,0,0,0,1,0,3405,False,1086,227,1055,3,1034
issued,0,0,0,0,1627,0,1777,0,0,3404,False,1069,336,1018,0,981
channel,1854,0,39,47,0,0,0,4,0,3399,False,1067,247,991,19,1075
1992,0,0,0,0,0,0,0,0,0,3399,True,1102,91,1097,0,1109
negative,38,0,3347,0,0,0,0,0,0,3395,False,1024,242,1028,1,1100
violence,3371,0,20,0,0,0,0,0,0,3395,False,741,1144,766,5,739
hope,1540,0,0,200,0,0,0,1450,0,3391,False,423,1627,431,471,439
ethnic,4,0,3386,0,0,0,0,0,0,3390,False,1061,224,1057,0,1048
phase,3222,0,13,70,0,0,0,3,0,3389,False,1039,145,1083,4,1118
draw,375,0,0,2527,0,0,0,441,0,3387,False,397,368,419,1779,424
follow,287,0,2,2339,0,0,0,751,0,3386,False,794,828,810,106,848
holy,27,0,1654,0,0,0,0,0,0,3383,False,1054,129,1049,38,1113
protect,4,0,8,3196,0,0,0,174,0,3383,False,670,1303,664,54,692
existence,3370,0,6,4,0,0,0,0,0,3383,False,1072,113,1161,0,1037
1995,0,0,0,0,0,0,0,0,0,3383,True,1084,123,1118,0,1058
environmental,0,0,3145,0,0,0,0,0,0,3382,False,820,944,806,1,811
supply,2841,0,1,414,0,0,0,89,0,3382,False,930,561,978,6,907
leaving,40,0,0,0,0,3342,0,0,0,3382,False,929,520,921,92,920
0,0,0,0,0,0,0,0,0,0,3381,True,1081,93,1128,0,1079
unlike,0,0,11,0,0,0,0,0,0,3378,False,1013,354,979,6,1026
runs,0,973,0,0,0,0,0,0,2397,3375,False,724,990,770,130,761
mind,3096,0,1,265,0,0,0,7,0,3373,False,806,578,897,279,813
meet,105,0,2,2690,0,0,0,518,0,3372,False,762,866,731,244,769
queen,1516,0,85,3,0,0,0,1,0,3369,False,957,286,972,180,974
poland,5,0,0,0,0,0,0,0,0,3369,False,1155,70,1056,0,1088
consists,0,48,0,0,0,0,0,0,3318,3367,False,1141,70,1093,0,1063
offer,806,0,0,1505,0,0,0,1048,0,3362,False,794,940,817,23,788
contain,96,0,0,1450,0,0,0,1806,0,3360,False,993,329,1017,3,1018
versions,0,3355,0,0,0,0,0,0,0,3358,False,1077,110,1056,3,1112
purpose,3306,0,32,11,0,0,0,1,0,3357,False,992,312,995,43,1015
display,1846,0,0,1270,0,0,0,193,0,3357,False,982,335,970,4,1066
ordered,0,0,84,0,1898,0,1372,0,0,3356,False,966,418,986,16,970
hear,15,0,0,2663,0,0,0,657,0,3354,False,212,664,241,2003,234
serious,0,0,3353,0,0,0,0,0,0,3353,False,734,1090,745,53,731
°,31,2118,0,0,0,0,0,0,0,3353,True,1096,0,1091,0,1166
bye,172,0,8,7,0,0,0,7,0,3353,False,41,22,18,3233,39
joseph,1,0,0,0,0,0,0,0,0,3352,False,802,171,823,759,797
greatest,0,0,0,0,0,0,0,0,0,3351,False,1077,274,1029,7,964
eating,224,0,0,0,0,3126,0,0,0,3350,False,277,911,257,1660,245
someone,3349,0,0,0,0,0,0,0,0,3349,False,434,1579,425,492,419
pieces,0,3343,0,0,0,0,0,0,6,3349,False,637,641,653,733,685
understand,1,0,0,2825,0,0,0,521,0,3348,False,500,1413,489,452,494
irish,26,0,2319,4,0,0,0,1,0,3347,False,1066,99,1127,2,1053
controlled,0,0,120,0,594,0,2632,0,0,3346,False,960,464,968,1,953
rates,0,3311,0,0,0,0,0,0,30,3341,False,887,643,939,0,872
advanced,1,0,2402,0,499,0,416,0,0,3340,False,991,426,920,6,997
reading,1627,0,11,0,0,1687,0,0,0,3339,False,678,808,720,466,667
fuel,3221,0,5,100,0,0,0,3,0,3335,False,956,371,981,17,1010
28,0,0,0,0,0,0,0,0,0,3335,True,977,338,1021,0,999
overall,75,0,2446,0,0,0,0,0,0,3334,False,901,483,937,4,1009
sex,3305,0,7,3,0,0,0,0,0,3330,False,988,355,970,1,1016
require,7,0,3,1730,0,0,0,1587,0,3328,False,886,685,845,3,909
damage,2975,0,0,328,0,0,0,19,0,3325,False,787,879,813,6,840
canadian,67,0,2532,1,0,0,0,0,0,3318,False,982,293,1013,12,1018
step,2743,0,9,500,0,0,0,60,0,3316,False,728,923,725,267,673
doctor,3158,0,0,10,0,0,0,2,0,3307,False,589,722,675,704,617
hi,20,1,157,2,0,0,0,1,0,3306,False,87,21,89,3022,87
victory,3293,0,0,4,0,0,0,0,0,3306,False,994,291,1005,2,1014
trees,0,3289,0,0,0,0,0,0,6,3304,False,604,1021,626,432,621
egypt,0,0,1,0,0,0,0,0,0,3304,False,956,411,977,10,950
hour,3289,0,2,0,0,0,0,0,0,3303,False,664,1155,624,179,681
27,0,0,0,0,0,0,0,0,0,3303,True,971,361,935,0,1036
contrast,3210,0,2,61,0,0,0,26,0,3301,False,1060,177,1012,2,1050
plays,0,1425,0,0,0,0,0,0,1863,3300,False,925,434,910,105,926
resulted,0,0,0,0,2710,0,590,0,0,3300,False,1059,106,1096,0,1039
instance,3292,0,0,1,0,0,0,0,0,3299,False,945,426,975,4,949
presented,0,0,1,0,1363,0,1934,0,0,3298,False,1079,186,1029,0,1004
address,2055,0,1,1132,0,0,0,101,0,3298,False,921,567,915,23,872
wars,0,3167,0,0,0,0,0,0,24,3291,False,924,437,902,67,961
hospital,2628,0,3,1,0,0,0,3,0,3283,False,658,996,675,288,666
um,1,0,2,2,0,0,0,0,0,3279,False,23,42,16,3175,23
lord,37,0,0,0,0,0,0,0,0,3277,False,1078,66,1063,24,1046
26,0,0,0,0,0,0,0,0,0,3275,True,948,368,960,0,999
australian,54,0,2551,0,0,0,0,0,0,3275,False,1016,123,1058,8,1070
competition,3243,0,1,1,0,0,0,0,0,3274,False,919,499,927,4,925
door,3228,0,0,6,0,0,0,0,0,3272,False,330,644,303,1621,374
destroyed,0,0,7,0,902,0,2363,0,0,3272,False,898,658,858,15,843
completely,0,0,0,0,0,0,0,0,0,3267,False,939,478,884,60,906
gone,0,0,0,0,5,0,3252,0,0,3259,False,333,966,327,1355,278
unique,2,0,3245,1,0,0,0,0,0,3259,False,928,416,965,2,948
wow,23,0,2,5,0,0,0,5,0,3259,False,15,83,17,3127,17
reaction,3237,0,1,0,0,0,0,0,0,3258,False,1034,192,1034,13,985
acts,0,2288,0,0,0,0,0,0,967,3258,False,1009,212,1028,5,1004
voice,3111,0,2,66,0,0,0,9,0,3258,False,881,498,835,220,824
planned,0,0,145,0,934,0,2176,0,0,3257,False,908,633,866,13,837
causes,0,1484,0,0,0,0,0,0,1768,3257,False,935,531,868,2,921
respectively,0,0,1,0,0,0,0,0,0,3257,False,1074,50,1034,0,1099
sets,0,2627,0,0,0,0,0,0,621,3256,False,947,339,992,24,954
aid,2670,0,0,531,0,0,0,38,0,3255,False,869,559,845,171,811
devices,0,3233,0,0,0,0,0,0,6,3251,False,905,616,837,1,892
edition,3021,0,0,0,0,0,0,0,0,3250,False,1071,69,1062,0,1048
senate,5,0,0,0,0,0,0,0,0,3248,False,812,722,839,1,874
notes,0,2068,0,0,0,0,0,0,1138,3246,False,971,300,1005,38,932
winning,162,0,5,0,0,3066,0,0,0,3241,False,913,416,930,16,966
inspired,0,0,13,0,806,0,2420,0,0,3239,False,969,437,910,3,920
removed,0,0,12,0,653,0,2571,0,0,3239,False,904,453,919,8,955
branch,2957,0,2,24,0,0,0,6,0,3232,False,981,232,975,85,959
shall,2,0,0,2,0,0,0,0,0,3230,False,443,236,384,1754,413
motion,3157,0,1,1,0,0,0,0,0,3228,False,1008,253,988,1,978
sales,0,3220,0,0,0,0,0,0,0,3226,False,741,999,742,4,740
prize,1469,0,0,6,0,0,0,10,0,3223,False,800,692,772,84,875
factors,0,3211,0,0,0,0,0,0,11,3223,False,974,337,952,0,960
officer,3089,0,1,0,0,0,0,0,0,3222,False,736,1040,696,29,721
meant,1,0,8,0,1981,0,1231,0,0,3221,False,798,657,804,162,800
measure,2055,0,0,1003,0,0,0,150,0,3209,False,804,684,798,90,833
fully,0,0,0,0,0,0,0,0,0,3209,False,943,368,935,2,961
mary,15,0,8,0,0,0,0,0,0,3207,False,885,259,941,221,901
worldwide,5,0,922,0,0,0,0,0,0,3201,False,911,478,899,0,913
foot,3119,0,0,10,0,0,0,0,0,3195,False,554,388,557,1119,577
views,0,3009,0,0,0,0,0,0,159,3190,False,881,556,856,0,897
sites,0,3179,0,0,0,0,0,0,2,3187,False,830,701,794,6,856
crisis,3097,0,11,2,0,0,0,0,0,3187,False,835,637,876,3,836
differences,0,3184,0,0,0,0,0,0,2,3186,False,934,459,909,2,882
actions,0,3183,0,0,0,0,0,0,0,3183,False,891,534,907,0,851
connected,0,0,479,0,237,0,2465,0,0,3181,False,912,395,934,23,917
opening,2092,0,64,0,0,1009,0,0,0,3176,False,855,414,897,111,899
block,2396,0,1,510,0,0,0,57,0,3176,False,755,395,689,628,709
florida,0,0,0,0,0,0,0,0,0,3176,False,359,1983,381,50,403
prominent,0,0,3160,4,0,0,1,0,0,3174,False,1020,145,970,1,1038
miles,0,3013,0,0,0,0,0,0,5,3170,False,437,1809,409,33,482
statement,3164,0,0,0,0,0,0,0,0,3170,False,779,823,743,3,822
behavior,3145,0,0,3,0,0,0,0,0,3165,False,788,717,817,10,833
1993,0,0,0,0,0,0,0,0,0,3164,True,966,73,1078,0,1047
martin,6,0,1,2,0,0,0,1,0,3163,False,789,652,802,64,856
ran,18,0,0,1,3112,0,5,0,0,3161,False,754,606,742,327,732
refused,0,0,2,0,2749,0,409,0,0,3160,False,897,410,927,3,923
solution,3150,0,1,0,0,0,0,0,0,3153,False,890,394,918,10,941
choice,3083,0,23,0,0,0,0,1,0,3153,False,833,614,815,71,820
wild,565,0,2481,2,0,0,0,0,0,3152,False,622,1032,661,167,670
directed,0,0,29,0,810,0,2310,0,0,3151,False,1025,135,1019,4,968
imperial,17,0,2587,1,0,0,0,0,0,3147,False,1072,22,1017,5,1031
creating,8,0,1,0,0,3135,0,0,0,3144,False,913,542,844,1,844
ring,2630,0,6,142,0,285,0,28,0,3142,False,745,140,763,773,721
wear,236,0,2,2241,0,0,0,660,0,3139,False,397,713,420,1162,447
pick,344,0,0,2428,0,0,0,341,0,3135,False,192,740,184,1803,216
figures,0,3054,0,0,0,0,0,0,72,3127,False,876,394,907,14,936
avoid,9,0,0,2964,0,0,0,152,0,3126,False,821,648,838,7,812
200,0,0,0,0,0,0,0,0,0,3124,True,767,788,763,0,806
spring,2789,0,0,94,0,3,0,16,0,3121,False,757,721,769,131,743
pakistan,0,0,6,0,0,0,0,0,0,3121,False,920,445,857,0,899
formation,3118,0,0,0,0,0,0,0,0,3118,False,1001,96,1012,5,1004
communist,187,0,1587,0,0,0,0,0,0,3117,False,963,229,954,0,971
increasingly,0,0,1,0,0,0,0,0,0,3115,False,862,486,876,0,891
mountains,0,3059,0,0,0,0,0,0,4,3115,False,860,483,845,64,863
expressed,0,0,7,0,1289,0,1818,0,0,3114,False,968,211,956,1,978
prince,1371,0,0,4,0,0,0,0,0,3114,False,973,152,905,106,978
contact,2876,0,35,148,0,0,0,17,0,3113,False,874,556,850,3,830
techniques,0,3107,0,0,0,0,0,0,4,3112,False,1025,157,955,0,975
korea,6,0,0,0,0,0,0,0,0,3111,False,805,656,820,3,827
frequency,2932,0,99,3,0,0,0,0,0,3111,False,984,53,1067,1,1006
cancer,2987,0,24,0,0,0,0,0,0,3110,False,666,1130,643,5,666
bridge,2090,0,4,74,0,0,0,7,0,3110,False,828,156,873,394,859
1989,0,0,0,0,0,0,0,0,0,3110,True,988,140,1007,0,975
recognized,0,0,8,0,762,0,2338,0,0,3108,False,963,244,931,5,965
quite,2,0,3,1,0,0,0,0,0,3108,False,715,551,700,455,687
organizations,0,3100,0,0,0,0,0,0,0,3108,False,905,399,899,0,905
stations,0,3104,0,0,0,0,0,0,2,3106,False,920,318,919,6,943
subsequently,0,0,0,0,0,0,0,0,0,3104,False,1026,18,1009,0,1051
discovery,2775,0,2,2,0,0,0,0,0,3101,False,816,685,824,1,775
planet,3071,0,3,2,0,0,0,0,0,3096,False,615,1154,641,77,609
drink,1099,0,1,1638,0,0,0,333,0,3094,False,309,463,323,1695,304
appearance,3085,0,0,5,0,0,0,0,0,3092,False,990,165,982,1,954
expansion,3083,0,1,1,0,0,0,0,0,3092,False,1012,85,1039,0,956
daily,26,0,2259,0,0,0,0,0,0,3089,False,793,659,795,10,832
signal,2514,0,144,159,0,0,0,24,0,3084,False,961,221,966,19,917
medicine,2684,0,0,0,0,0,0,0,0,3084,False,689,596,726,346,727
minor,82,0,2606,0,0,0,0,0,0,3084,False,972,164,940,2,1006
medieval,21,0,2810,0,0,0,0,0,0,3082,False,1020,43,992,2,1025
relative,358,0,2672,3,0,0,0,1,0,3079,False,986,218,934,4,937
fixed,0,0,161,0,231,0,2687,0,0,3079,False,853,188,914,306,818
reasons,0,3062,0,0,0,0,0,0,9,3079,False,777,684,790,14,814
critics,0,3032,0,0,0,0,0,0,0,3073,False,874,505,822,0,872
experts,0,3065,0,0,0,0,0,0,0,3065,False,268,2231,301,6,259
windows,0,1916,4,0,0,0,0,0,124,3063,False,926,232,923,130,852
reports,0,2375,0,0,0,0,0,0,668,3062,False,775,712,780,0,795
projects,0,3005,0,0,0,0,0,0,54,3060,False,799,585,829,3,844
shape,2771,0,0,236,0,0,0,31,0,3059,False,809,407,744,308,791
intelligence,2663,0,1,1,0,0,0,0,0,3057,False,888,445,882,1,841
studied,0,0,65,0,1473,0,1512,0,0,3051,False,731,765,789,1,765
rich,0,0,2964,0,0,0,0,0,0,3050,False,725,869,722,25,709
grow,6,0,1,2344,0,0,0,698,0,3049,False,418,1417,417,311,486
orange,722,0,778,46,1,0,1,9,0,3046,False,407,385,372,1498,384
sister,2817,0,14,2,0,0,0,0,0,3046,False,730,373,735,456,752
defeated,0,0,4,0,1445,0,1595,0,0,3045,False,1001,78,990,1,975
arab,1,2,1668,0,0,0,0,0,0,3043,False,936,310,914,0,883
glass,2817,0,1,6,0,0,0,0,0,3039,False,722,568,680,385,684
snow,2820,0,0,33,0,0,0,4,0,3036,False,431,658,424,1106,417
core,2696,0,217,5,0,0,0,0,0,3029,False,920,237,945,4,923
observed,0,0,258,0,737,0,2034,0,0,3029,False,919,133,961,0,1016
huge,0,0,3018,0,0,0,0,0,0,3024,False,458,1601,390,136,439
vice,2517,0,10,3,0,0,0,0,0,3023,False,839,560,849,2,773
churches,0,2947,0,0,0,0,0,0,34,3023,False,932,294,889,2,906
hill,1107,0,0,0,0,0,0,0,0,3020,False,751,562,719,289,699
conservative,80,0,2871,0,0,0,0,0,0,3018,False,867,378,879,0,894
sector,3013,0,4,0,0,0,0,0,0,3018,False,974,104,1003,0,937
sport,2686,0,33,10,0,0,0,1,0,3018,False,756,878,661,27,696
boys,0,2916,0,0,0,0,0,0,3,3017,False,468,1205,449,461,434
heard,1,0,2,0,1387,0,1604,0,0,3015,False,551,919,519,470,556
authorities,0,3013,0,0,0,0,0,0,0,3013,False,756,786,745,0,726
dogs,0,2943,0,0,0,0,0,0,37,3009,False,282,1782,291,381,273
users,0,2998,1,0,0,0,0,0,2,3009,False,876,452,830,0,851
regarded,0,0,69,0,653,0,2282,0,0,3008,False,961,55,973,0,1019
marine,175,1,1785,0,0,0,0,0,0,3007,False,745,805,722,1,734
application,2997,0,4,1,0,0,0,0,0,3006,False,991,125,937,1,952
structures,0,2996,0,0,0,0,0,0,6,3005,False,948,170,949,0,938
birds,0,2992,0,0,0,0,0,0,2,3004,False,545,957,498,489,515
equivalent,710,0,2272,0,0,0,0,0,0,2998,False,987,104,971,0,936
policies,0,2995,0,0,0,0,0,0,1,2997,False,826,472,842,0,857
officially,0,0,0,0,0,0,0,0,0,2996,False,930,157,942,4,963
u,369,94,34,1,0,0,0,0,3,2995,True,891,35,919,184,966
camp,2378,0,3,14,0,0,0,1,1,2995,False,589,1089,616,68,633
determined,0,0,508,0,604,0,1881,0,0,2993,False,887,341,868,18,879
distinct,0,0,2987,1,0,0,0,0,0,2989,False,974,121,959,0,935
theatre,1442,0,0,0,0,0,0,0,0,2988,False,991,28,957,0,1012
formal,7,0,2977,0,0,0,0,0,0,2988,False,956,133,939,2,958
fifth,344,0,2251,0,0,0,0,0,0,2987,True,858,399,851,44,835
w,436,4,1,1,0,0,0,0,0,2987,True,823,1,933,343,887
calls,0,1339,0,0,0,0,0,0,1638,2980,False,608,1067,606,110,589
subsequent,5,0,2961,0,1,0,0,0,0,2977,False,968,31,980,0,998
secret,706,0,2131,0,0,0,0,0,0,2977,False,753,591,759,142,732
target,2525,0,8,296,0,0,0,113,0,2976,False,803,430,839,35,869
understanding,2304,0,2,0,0,667,0,0,0,2976,False,838,505,826,8,799
hundreds,0,2965,0,0,0,0,0,0,0,2965,False,558,1360,528,6,513
forest,2456,0,2,0,0,0,0,0,0,2961,False,804,444,782,136,795
domestic,3,0,2948,0,0,0,0,0,0,2960,False,872,226,902,0,960
universe,2716,0,39,0,0,0,0,2,0,2959,False,893,290,905,7,864
expanded,0,0,17,0,1188,0,1750,0,0,2956,False,921,176,844,0,1015
bodies,0,2953,0,0,0,0,0,0,1,2955,False,810,592,755,16,782
note,1659,0,0,1031,0,0,0,251,0,2952,False,889,246,906,30,881
pictures,0,2778,0,0,0,0,0,0,27,2947,False,389,915,406,841,396
conducted,0,0,0,0,925,0,2021,0,0,2946,False,818,437,846,0,845
drug,2583,0,35,0,0,0,0,2,0,2944,False,783,616,757,6,782
pop,2140,0,210,305,1,0,1,30,0,2943,False,534,399,584,844,582
sought,2,0,0,0,2262,0,678,0,0,2942,False,904,329,849,3,857
represent,30,0,0,1952,0,0,0,957,0,2942,False,787,527,788,0,840
teachers,0,2861,0,0,0,0,0,0,14,2941,False,289,2084,272,38,258
rare,1,0,2930,0,0,0,0,1,0,2940,False,734,718,720,13,755
device,2936,0,0,1,0,0,0,0,0,2938,False,878,364,846,2,848
flow,2307,0,10,371,0,0,0,223,0,2937,False,897,331,869,5,835
l,1702,0,0,3,0,0,0,0,0,2937,True,802,28,861,349,897
gained,0,0,2,0,2151,0,783,0,0,2936,False,946,179,911,1,899
iraq,0,0,1,0,0,0,0,0,0,2935,False,621,1081,611,0,622
jesus,0,0,0,0,0,0,0,0,0,2934,False,960,85,926,53,910
existing,1,0,239,0,0,2691,0,0,0,2933,False,871,223,923,0,916
nearby,0,0,2131,2,0,0,0,0,0,2931,False,657,898,679,18,679
constant,528,0,2401,0,0,0,0,0,0,2931,False,961,148,899,4,919
leadership,2904,0,0,3,0,0,0,0,0,2930,False,842,399,822,0,867
eye,2884,0,0,0,0,0,0,5,0,2930,False,545,658,574,608,545
truck,2897,0,0,1,0,0,0,1,0,2928,False,151,461,144,2011,161
decade,2922,0,2,0,0,0,0,0,0,2927,False,769,639,792,1,726
demand,2532,0,0,285,0,0,0,109,0,2926,False,756,628,767,1,774
silver,2148,0,531,5,0,0,0,0,0,2923,False,831,421,800,61,810
consider,7,0,0,1899,0,0,0,1016,0,2922,False,789,629,727,0,777
meat,2839,0,4,3,0,0,0,0,0,2922,False,501,967,553,373,528
search,2332,0,0,499,0,0,0,48,0,2921,False,750,751,710,26,684
broke,1,0,63,0,2821,0,25,0,0,2920,False,621,549,613,500,637
agriculture,2445,0,3,0,0,0,0,0,0,2919,False,759,625,764,0,771
sleep,1671,0,2,1086,0,0,0,137,0,2916,False,347,496,289,1435,349
marked,0,0,212,0,1205,0,1495,0,0,2915,False,935,204,862,12,902
temperatures,0,2906,0,0,0,0,0,0,3,2909,False,750,681,728,2,748
crime,2875,0,5,0,0,0,0,0,0,2907,False,700,746,742,0,719
alexander,50,0,0,16,0,0,0,3,0,2906,False,928,109,931,29,909
mixed,0,0,1837,0,132,0,924,0,0,2904,False,818,314,815,106,851
sequence,2867,0,1,24,0,0,0,2,0,2902,False,943,51,988,3,917
village,2750,0,3,4,0,0,0,0,0,2900,False,722,597,752,100,729
identity,2834,0,6,2,0,0,0,0,0,2896,False,923,152,952,0,869
receive,7,0,17,2065,0,0,0,805,0,2896,False,770,631,739,3,753
host,2198,0,6,533,0,0,0,63,0,2892,False,871,379,765,1,876
link,1560,0,15,329,0,0,0,145,0,2889,False,832,325,855,0,877
resistance,2763,0,1,1,0,0,0,0,0,2887,False,906,164,972,2,843
costs,0,2472,0,0,0,0,0,0,414,2886,False,631,996,607,41,611
holding,146,0,0,0,0,2700,0,0,0,2886,False,655,504,588,548,591
occurs,0,33,6,0,0,0,0,0,2844,2884,False,907,123,937,3,914
tape,2767,0,0,90,0,0,0,12,0,2880,False,343,129,342,1717,349
throw,233,0,6,2314,0,0,0,306,0,2880,False,170,357,154,2041,158
awards,0,2730,0,0,0,0,0,0,77,2879,False,909,146,914,0,910
weather,2805,0,0,29,0,0,0,6,0,2878,False,508,1140,583,82,565
developing,14,0,0,0,0,2863,0,0,0,2877,False,800,530,808,1,738
specifically,0,0,0,0,0,0,0,0,0,2876,False,856,204,941,5,870
happy,0,0,2790,0,0,0,0,0,0,2875,False,249,872,273,1242,239
hydrogen,2459,0,3,4,0,0,0,0,0,2870,False,872,287,863,4,844
walk,987,0,0,1503,0,0,0,339,0,2870,False,320,738,337,1166,309
possibly,0,0,1,0,0,0,0,0,0,2869,False,822,300,873,27,847
easily,0,0,0,0,0,0,0,0,0,2868,False,792,521,754,52,749
ages,0,2790,0,0,0,0,0,0,65,2867,False,742,559,819,6,741
scene,2786,0,0,0,0,0,0,0,0,2864,False,883,297,841,17,826
covered,0,0,52,0,549,0,2259,0,0,2862,False,729,620,754,101,658
awarded,0,0,2,0,464,0,2389,0,0,2857,False,934,145,871,0,907
29,0,0,0,0,0,0,0,0,0,2851,True,826,288,845,0,892
learned,0,0,53,0,1778,0,1020,0,0,2851,False,527,1160,510,132,522
mentioned,0,0,0,0,644,0,2206,0,0,2850,False,852,212,866,16,904
31,0,0,0,0,0,0,0,0,0,2849,True,820,280,862,0,887
zero,5,0,145,1,0,0,0,0,0,2848,False,852,248,848,83,817
dropped,0,0,1,0,1773,0,1069,0,0,2843,False,579,759,595,355,555
seat,2754,0,17,36,0,0,0,4,0,2841,False,726,223,674,511,707
ta,7,0,1,8,0,0,0,0,0,2840,True,55,72,51,2606,56
gun,2739,0,40,6,0,0,0,0,0,2839,False,600,939,585,138,577
ruled,0,0,1,0,1765,0,1073,0,0,2839,False,800,328,858,1,852
hurt,132,0,25,1340,350,0,841,105,0,2839,False,109,1006,96,1525,103
requires,0,3,0,0,0,0,0,0,2835,2838,False,787,421,838,1,791
follows,0,1,0,0,0,0,0,0,2835,2836,False,909,118,918,17,874
limit,1971,0,0,721,0,0,0,133,0,2833,False,745,562,783,3,740
containing,8,0,0,0,0,2819,0,0,0,2829,False,874,111,934,1,909
hello,35,0,1,0,0,0,0,0,0,2825,False,57,265,78,2359,66
hat,2658,0,0,3,0,0,0,0,0,2823,False,192,80,203,2134,214
artist,2573,0,29,1,0,0,0,3,0,2821,False,721,637,706,44,713
importance,2819,0,0,0,0,0,0,0,0,2821,False,817,272,866,1,865
lady,1814,0,2,0,0,0,0,0,0,2818,False,412,598,442,945,421
fit,304,0,407,1712,17,0,3,282,0,2815,False,418,442,401,1137,417
wood,2457,0,3,1,0,0,0,0,0,2815,False,725,406,668,322,694
user,2747,0,22,18,0,0,0,0,0,2813,False,912,122,906,0,873
electronic,0,0,2733,0,0,0,0,0,0,2813,False,842,286,852,3,830
labour,1377,0,438,3,0,0,0,2,0,2811,False,961,13,919,0,918
debate,2648,0,4,89,0,0,0,56,0,2811,False,701,687,705,1,717
match,1786,0,10,825,0,0,0,175,0,2807,False,717,317,788,229,756
wrong,199,0,2519,0,0,0,0,0,0,2803,False,306,1019,300,848,330
orthodox,157,0,1316,0,0,0,0,1,0,2802,False,924,121,867,0,890
message,2795,0,2,0,0,0,0,0,0,2801,False,612,885,617,60,627
becomes,0,8,0,0,0,0,0,0,2790,2798,False,778,385,800,12,823
younger,0,0,0,0,0,0,0,0,0,2798,False,643,878,595,30,652
80,0,0,0,0,0,0,0,0,0,2797,True,800,494,756,0,747
authors,0,2778,0,0,0,0,0,0,1,2795,False,794,428,800,0,773
historian,922,0,34,0,0,0,0,0,0,2795,False,861,216,867,0,851
spoken,7,0,435,1,4,0,2306,0,0,2794,False,819,179,923,2,871
proved,0,0,14,0,2120,0,660,0,0,2794,False,867,217,862,1,847
suggests,0,19,0,0,0,0,0,0,2774,2794,False,775,481,784,2,752
wind,2562,0,1,161,0,0,0,42,0,2793,False,633,550,635,330,645
crew,2759,0,0,2,0,0,0,1,0,2790,False,770,403,820,9,788
episode,2667,0,5,2,0,0,0,3,0,2790,False,914,39,901,4,932
improve,1,0,0,2679,0,0,0,109,0,2789,False,697,829,628,0,635
institutions,0,2783,0,0,0,0,0,0,0,2789,False,916,129,879,0,865
everyone,2788,0,0,0,0,0,0,0,0,2788,False,285,1707,283,262,251
baseball,2572,0,2,0,0,0,0,0,0,2788,False,639,738,629,161,621
